Vmeas,Imeas,Jmeas (mA/cm2),name,substrate,position,batch
0.901,0.00134438,17.459480519480522,A1-4-D,4,D,1
0.914,0.00130092,16.895064935064934,A1-4-D,4,D,1
0.927,0.00125091,16.245584415584418,A1-4-D,4,D,1
0.94,0.00119745,15.551298701298704,A1-4-D,4,D,1
0.953,0.00114009,14.806363636363638,A1-4-D,4,D,1
0.966,0.00107882,14.010649350649352,A1-4-D,4,D,1
0.979,0.00101147,13.135974025974027,A1-4-D,4,D,1
0.992,0.00096347,12.512597402597404,A1-4-D,4,D,1
1.005,0.00088265,11.462987012987014,A1-4-D,4,D,1
1.018,0.00079877,10.373636363636363,A1-4-D,4,D,1
1.031,0.00070959,9.215454545454545,A1-4-D,4,D,1
1.044,0.00061625,8.003246753246753,A1-4-D,4,D,1
1.057,0.00051836,6.731948051948052,A1-4-D,4,D,1
1.07,0.00041739,5.420649350649351,A1-4-D,4,D,1
1.083,0.00031199,4.051818181818182,A1-4-D,4,D,1
1.096,0.00020328,2.64,A1-4-D,4,D,1
1.109,0.00013647,1.7723376623376623,A1-4-D,4,D,1
1.122,2.592e-05,0.3366233766233766,A1-4-D,4,D,1
1.135,-0.00010144,-1.3174025974025976,A1-4-D,4,D,1
1.148,-0.00021517,-2.7944155844155842,A1-4-D,4,D,1
1.161,-0.00035062,-4.553506493506493,A1-4-D,4,D,1
1.174,-0.00048898,-6.35038961038961,A1-4-D,4,D,1
1.187,-0.00062837,-8.16064935064935,A1-4-D,4,D,1
1.2,-0.0007727,-10.035064935064934,A1-4-D,4,D,1
-0.1,0.00163866,21.2812987012987,A1-4-E,4,E,1
-0.087,0.00163842,21.278181818181817,A1-4-E,4,E,1
-0.074,0.00163836,21.277402597402595,A1-4-E,4,E,1
-0.061,0.0016391,21.28701298701299,A1-4-E,4,E,1
-0.048,0.00163851,21.279350649350647,A1-4-E,4,E,1
-0.035,0.00163853,21.27961038961039,A1-4-E,4,E,1
-0.022,0.00163828,21.276363636363634,A1-4-E,4,E,1
-0.009,0.00163749,21.266103896103893,A1-4-E,4,E,1
0.004,0.00163814,21.274545454545457,A1-4-E,4,E,1
0.017,0.00163737,21.264545454545456,A1-4-E,4,E,1
0.03,0.00163744,21.265454545454546,A1-4-E,4,E,1
0.043,0.00163747,21.265844155844157,A1-4-E,4,E,1
0.056,0.00163698,21.25948051948052,A1-4-E,4,E,1
0.069,0.00163639,21.25181818181818,A1-4-E,4,E,1
0.082,0.00163613,21.248441558441556,A1-4-E,4,E,1
0.095,0.00163529,21.237532467532468,A1-4-E,4,E,1
0.108,0.0016357,21.242857142857144,A1-4-E,4,E,1
0.121,0.00163514,21.235584415584416,A1-4-E,4,E,1
0.134,0.00163425,21.224025974025974,A1-4-E,4,E,1
0.147,0.00163404,21.221298701298704,A1-4-E,4,E,1
0.16,0.00163331,21.21181818181818,A1-4-E,4,E,1
0.173,0.00163285,21.205844155844154,A1-4-E,4,E,1
0.186,0.00163232,21.198961038961038,A1-4-E,4,E,1
0.199,0.00163122,21.184675324675325,A1-4-E,4,E,1
0.212,0.00163094,21.18103896103896,A1-4-E,4,E,1
0.225,0.00163027,21.172337662337664,A1-4-E,4,E,1
0.238,0.00162922,21.1587012987013,A1-4-E,4,E,1
0.251,0.00162808,21.143896103896108,A1-4-E,4,E,1
0.264,0.00162752,21.136623376623376,A1-4-E,4,E,1
0.277,0.00162671,21.126103896103896,A1-4-E,4,E,1
0.29,0.001626,21.116883116883116,A1-4-E,4,E,1
0.303,0.00162517,21.106103896103896,A1-4-E,4,E,1
0.316,0.001624,21.09090909090909,A1-4-E,4,E,1
0.329,0.00162294,21.077142857142857,A1-4-E,4,E,1
0.342,0.00162206,21.065714285714286,A1-4-E,4,E,1
0.355,0.00162081,21.04948051948052,A1-4-E,4,E,1
0.368,0.00161987,21.03727272727273,A1-4-E,4,E,1
0.381,0.00161856,21.020259740259743,A1-4-E,4,E,1
0.394,0.00161718,21.002337662337663,A1-4-E,4,E,1
0.407,0.00161559,20.981688311688313,A1-4-E,4,E,1
0.42,0.0016144,20.966233766233763,A1-4-E,4,E,1
0.433,0.00161305,20.9487012987013,A1-4-E,4,E,1
0.446,0.0016111,20.923376623376626,A1-4-E,4,E,1
0.459,0.00160893,20.895194805194805,A1-4-E,4,E,1
0.472,0.00160707,20.871038961038963,A1-4-E,4,E,1
0.485,0.00160511,20.84558441558442,A1-4-E,4,E,1
0.498,0.00160313,20.81987012987013,A1-4-E,4,E,1
0.511,0.00160064,20.78753246753247,A1-4-E,4,E,1
0.524,0.00159822,20.756103896103898,A1-4-E,4,E,1
0.537,0.00159508,20.715324675324673,A1-4-E,4,E,1
0.55,0.0015921,20.676623376623375,A1-4-E,4,E,1
0.563,0.00158843,20.62896103896104,A1-4-E,4,E,1
0.576,0.00158495,20.583766233766234,A1-4-E,4,E,1
0.589,0.00158072,20.528831168831168,A1-4-E,4,E,1
0.602,0.00157734,20.484935064935062,A1-4-E,4,E,1
0.615,0.00157254,20.422597402597404,A1-4-E,4,E,1
0.628,0.00156769,20.35961038961039,A1-4-E,4,E,1
0.641,0.00156134,20.27714285714286,A1-4-E,4,E,1
0.654,0.00155504,20.195324675324674,A1-4-E,4,E,1
0.667,0.0015481,20.105194805194806,A1-4-E,4,E,1
0.68,0.00154028,20.003636363636364,A1-4-E,4,E,1
0.693,0.00153208,19.897142857142857,A1-4-E,4,E,1
0.706,0.0015234,19.784415584415584,A1-4-E,4,E,1
0.719,0.00151255,19.643506493506493,A1-4-E,4,E,1
0.732,0.0015012,19.496103896103897,A1-4-E,4,E,1
0.745,0.0014892,19.34025974025974,A1-4-E,4,E,1
0.758,0.00147489,19.154415584415585,A1-4-E,4,E,1
0.771,0.00145934,18.952467532467534,A1-4-E,4,E,1
0.784,0.00144217,18.72948051948052,A1-4-E,4,E,1
0.797,0.00142293,18.47961038961039,A1-4-E,4,E,1
0.81,0.00140223,18.21077922077922,A1-4-E,4,E,1
0.823,0.00137863,17.904285714285717,A1-4-E,4,E,1
0.836,0.00135235,17.562987012987012,A1-4-E,4,E,1
0.849,0.00132349,17.18818181818182,A1-4-E,4,E,1
0.862,0.00129144,16.77194805194805,A1-4-E,4,E,1
0.875,0.00125623,16.314675324675324,A1-4-E,4,E,1
0.888,0.0012176,15.812987012987016,A1-4-E,4,E,1
0.901,0.00117555,15.266883116883118,A1-4-E,4,E,1
0.914,0.00113,14.675324675324674,A1-4-E,4,E,1
0.927,0.00108036,14.03064935064935,A1-4-E,4,E,1
0.94,0.0010268,13.335064935064937,A1-4-E,4,E,1
0.953,0.0009918,12.88051948051948,A1-4-E,4,E,1
0.966,0.00092691,12.037792207792208,A1-4-E,4,E,1
0.979,0.00085857,11.15025974025974,A1-4-E,4,E,1
0.992,0.00078714,10.222597402597403,A1-4-E,4,E,1
1.005,0.00071192,9.245714285714286,A1-4-E,4,E,1
1.018,0.00063376,8.230649350649351,A1-4-E,4,E,1
1.031,0.00055204,7.1693506493506485,A1-4-E,4,E,1
1.044,0.000467,6.0649350649350655,A1-4-E,4,E,1
1.057,0.00037862,4.917142857142857,A1-4-E,4,E,1
1.07,0.00028677,3.724285714285714,A1-4-E,4,E,1
1.083,0.00019177,2.4905194805194806,A1-4-E,4,E,1
1.096,0.00012894,1.6745454545454546,A1-4-E,4,E,1
1.109,3.242e-05,0.42103896103896105,A1-4-E,4,E,1
1.122,-7.707e-05,-1.000909090909091,A1-4-E,4,E,1
1.135,-0.0001747,-2.268831168831169,A1-4-E,4,E,1
1.148,-0.00029022,-3.769090909090909,A1-4-E,4,E,1
1.161,-0.00040779,-5.295974025974026,A1-4-E,4,E,1
1.174,-0.00052712,-6.845714285714285,A1-4-E,4,E,1
1.187,-0.00064805,-8.416233766233766,A1-4-E,4,E,1
1.2,-0.00077124,-10.016103896103896,A1-4-E,4,E,1
-0.1,0.00154341,20.044285714285717,A1-5-A,5,A,1
-0.087,0.00154226,20.029350649350647,A1-5-A,5,A,1
-0.074,0.0015406,20.007792207792207,A1-5-A,5,A,1
-0.061,0.00153928,19.990649350649353,A1-5-A,5,A,1
-0.048,0.00153839,19.979090909090907,A1-5-A,5,A,1
-0.035,0.00153712,19.962597402597403,A1-5-A,5,A,1
-0.022,0.00153581,19.945584415584417,A1-5-A,5,A,1
-0.009,0.00153444,19.92779220779221,A1-5-A,5,A,1
0.004,0.00153368,19.917922077922075,A1-5-A,5,A,1
0.017,0.00153157,19.89051948051948,A1-5-A,5,A,1
0.03,0.00152973,19.866623376623377,A1-5-A,5,A,1
0.043,0.00152864,19.852467532467532,A1-5-A,5,A,1
0.056,0.00152664,19.826493506493502,A1-5-A,5,A,1
0.069,0.00152467,19.80090909090909,A1-5-A,5,A,1
0.082,0.0015228,19.776623376623373,A1-5-A,5,A,1
0.095,0.00152036,19.744935064935063,A1-5-A,5,A,1
0.108,0.00151861,19.722207792207794,A1-5-A,5,A,1
0.121,0.00151616,19.69038961038961,A1-5-A,5,A,1
0.134,0.00151369,19.65831168831169,A1-5-A,5,A,1
0.147,0.0015114,19.62857142857143,A1-5-A,5,A,1
0.16,0.00150852,19.59116883116883,A1-5-A,5,A,1
0.173,0.00150626,19.56181818181818,A1-5-A,5,A,1
0.186,0.00150315,19.521428571428572,A1-5-A,5,A,1
0.199,0.00150044,19.486233766233767,A1-5-A,5,A,1
0.212,0.00149751,19.44818181818182,A1-5-A,5,A,1
0.225,0.00149405,19.40324675324675,A1-5-A,5,A,1
0.238,0.00149088,19.362077922077923,A1-5-A,5,A,1
0.251,0.00148796,19.324155844155847,A1-5-A,5,A,1
0.264,0.00148427,19.27623376623377,A1-5-A,5,A,1
0.277,0.0014806,19.22857142857143,A1-5-A,5,A,1
0.29,0.00147705,19.182467532467534,A1-5-A,5,A,1
0.303,0.0014734,19.135064935064936,A1-5-A,5,A,1
0.316,0.00146927,19.08142857142857,A1-5-A,5,A,1
0.329,0.00146548,19.032207792207792,A1-5-A,5,A,1
0.342,0.00146119,18.976493506493508,A1-5-A,5,A,1
0.355,0.00145657,18.916493506493506,A1-5-A,5,A,1
0.368,0.0014523,18.86103896103896,A1-5-A,5,A,1
0.381,0.00144754,18.79922077922078,A1-5-A,5,A,1
0.394,0.00144321,18.74298701298701,A1-5-A,5,A,1
0.407,0.00143785,18.673376623376623,A1-5-A,5,A,1
0.42,0.001433,18.61038961038961,A1-5-A,5,A,1
0.433,0.0014274,18.537662337662336,A1-5-A,5,A,1
0.446,0.00142234,18.47194805194805,A1-5-A,5,A,1
0.459,0.00141657,18.397012987012985,A1-5-A,5,A,1
0.472,0.00141022,18.314545454545456,A1-5-A,5,A,1
0.485,0.00140414,18.235584415584412,A1-5-A,5,A,1
0.498,0.00139799,18.155714285714286,A1-5-A,5,A,1
0.511,0.00139203,18.07831168831169,A1-5-A,5,A,1
0.524,0.00138505,17.98766233766234,A1-5-A,5,A,1
0.537,0.00137828,17.89974025974026,A1-5-A,5,A,1
0.55,0.00137122,17.808051948051947,A1-5-A,5,A,1
0.563,0.00136375,17.711038961038962,A1-5-A,5,A,1
0.576,0.00135626,17.613766233766235,A1-5-A,5,A,1
0.589,0.00134819,17.50896103896104,A1-5-A,5,A,1
0.602,0.00133981,17.40012987012987,A1-5-A,5,A,1
0.615,0.00133085,17.283766233766233,A1-5-A,5,A,1
0.628,0.00132166,17.164415584415583,A1-5-A,5,A,1
0.641,0.00131276,17.048831168831168,A1-5-A,5,A,1
0.654,0.00130261,16.91701298701299,A1-5-A,5,A,1
0.667,0.00129257,16.78662337662338,A1-5-A,5,A,1
0.68,0.00128202,16.64961038961039,A1-5-A,5,A,1
0.693,0.00127059,16.501168831168833,A1-5-A,5,A,1
0.706,0.0012587,16.346753246753245,A1-5-A,5,A,1
0.719,0.00124648,16.18805194805195,A1-5-A,5,A,1
0.732,0.00123314,16.014805194805195,A1-5-A,5,A,1
0.745,0.00121957,15.838571428571427,A1-5-A,5,A,1
0.758,0.00120489,15.647922077922077,A1-5-A,5,A,1
0.771,0.00118947,15.447662337662338,A1-5-A,5,A,1
0.784,0.00117259,15.22844155844156,A1-5-A,5,A,1
0.797,0.00115464,14.995324675324676,A1-5-A,5,A,1
0.81,0.00113578,14.750389610389611,A1-5-A,5,A,1
0.823,0.00111539,14.485584415584414,A1-5-A,5,A,1
0.836,0.00109324,14.19792207792208,A1-5-A,5,A,1
0.849,0.00107005,13.896753246753246,A1-5-A,5,A,1
0.862,0.00104499,13.5712987012987,A1-5-A,5,A,1
0.875,0.00101828,13.224415584415585,A1-5-A,5,A,1
0.888,0.00100291,13.024805194805197,A1-5-A,5,A,1
0.901,0.00097003,12.597792207792207,A1-5-A,5,A,1
0.914,0.00093489,12.14142857142857,A1-5-A,5,A,1
0.927,0.00089777,11.65935064935065,A1-5-A,5,A,1
0.94,0.00085817,11.145064935064935,A1-5-A,5,A,1
0.953,0.00081643,10.602987012987013,A1-5-A,5,A,1
0.966,0.00077207,10.026883116883118,A1-5-A,5,A,1
0.979,0.00072441,9.407922077922077,A1-5-A,5,A,1
0.992,0.00067371,8.74948051948052,A1-5-A,5,A,1
1.005,0.00062079,8.062207792207792,A1-5-A,5,A,1
1.018,0.00056522,7.340519480519481,A1-5-A,5,A,1
1.031,0.00050724,6.5875324675324665,A1-5-A,5,A,1
1.044,0.0004472,5.8077922077922075,A1-5-A,5,A,1
1.057,0.00038438,4.991948051948051,A1-5-A,5,A,1
1.07,0.00031938,4.147792207792208,A1-5-A,5,A,1
1.083,0.00025254,3.27974025974026,A1-5-A,5,A,1
1.096,0.00018298,2.3763636363636365,A1-5-A,5,A,1
1.109,0.00011135,1.4461038961038961,A1-5-A,5,A,1
1.122,4.542e-05,0.5898701298701299,A1-5-A,5,A,1
1.135,-3.104e-05,-0.40311688311688315,A1-5-A,5,A,1
1.148,-9.383e-05,-1.2185714285714286,A1-5-A,5,A,1
1.161,-0.00017578,-2.282857142857143,A1-5-A,5,A,1
1.174,-0.0002594,-3.368831168831169,A1-5-A,5,A,1
1.187,-0.00034451,-4.474155844155844,A1-5-A,5,A,1
1.2,-0.00043182,-5.608051948051949,A1-5-A,5,A,1
-0.1,0.00162907,21.156753246753247,A1-5-B,5,B,1
-0.087,0.00162796,21.14233766233766,A1-5-B,5,B,1
-0.074,0.00162766,21.138441558441556,A1-5-B,5,B,1
-0.061,0.00162646,21.122857142857143,A1-5-B,5,B,1
-0.048,0.00162594,21.116103896103898,A1-5-B,5,B,1
-0.035,0.00162599,21.116753246753245,A1-5-B,5,B,1
-0.022,0.00162534,21.10831168831169,A1-5-B,5,B,1
-0.009,0.00162515,21.105844155844157,A1-5-B,5,B,1
0.004,0.00162586,21.115064935064936,A1-5-B,5,B,1
0.017,0.00162433,21.095194805194804,A1-5-B,5,B,1
0.03,0.00162311,21.07935064935065,A1-5-B,5,B,1
0.043,0.00162297,21.077532467532468,A1-5-B,5,B,1
0.056,0.00162225,21.06818181818182,A1-5-B,5,B,1
0.069,0.00162159,21.059610389610388,A1-5-B,5,B,1
0.082,0.00162142,21.057402597402596,A1-5-B,5,B,1
0.095,0.00162039,21.044025974025974,A1-5-B,5,B,1
0.108,0.00161953,21.032857142857146,A1-5-B,5,B,1
0.121,0.00161922,21.028831168831168,A1-5-B,5,B,1
0.134,0.00161811,21.014415584415588,A1-5-B,5,B,1
0.147,0.00161677,20.997012987012987,A1-5-B,5,B,1
0.16,0.00161605,20.987662337662336,A1-5-B,5,B,1
0.173,0.00161542,20.979480519480518,A1-5-B,5,B,1
0.186,0.0016143,20.964935064935066,A1-5-B,5,B,1
0.199,0.00161306,20.94883116883117,A1-5-B,5,B,1
0.212,0.00161123,20.925064935064935,A1-5-B,5,B,1
0.225,0.00161017,20.9112987012987,A1-5-B,5,B,1
0.238,0.00160874,20.892727272727274,A1-5-B,5,B,1
0.251,0.00160709,20.871298701298702,A1-5-B,5,B,1
0.264,0.00160517,20.846363636363634,A1-5-B,5,B,1
0.277,0.00160355,20.825324675324676,A1-5-B,5,B,1
0.29,0.00160208,20.806233766233767,A1-5-B,5,B,1
0.303,0.00160035,20.783766233766233,A1-5-B,5,B,1
0.316,0.00159815,20.755194805194805,A1-5-B,5,B,1
0.329,0.00159633,20.73155844155844,A1-5-B,5,B,1
0.342,0.00159427,20.704805194805196,A1-5-B,5,B,1
0.355,0.00159186,20.673506493506494,A1-5-B,5,B,1
0.368,0.0015899,20.648051948051947,A1-5-B,5,B,1
0.381,0.00158733,20.61467532467533,A1-5-B,5,B,1
0.394,0.00158434,20.575844155844155,A1-5-B,5,B,1
0.407,0.00158182,20.543116883116884,A1-5-B,5,B,1
0.42,0.0015791,20.507792207792207,A1-5-B,5,B,1
0.433,0.00157606,20.468311688311687,A1-5-B,5,B,1
0.446,0.00157227,20.419090909090908,A1-5-B,5,B,1
0.459,0.00156944,20.382337662337665,A1-5-B,5,B,1
0.472,0.00156566,20.33324675324675,A1-5-B,5,B,1
0.485,0.00156219,20.28818181818182,A1-5-B,5,B,1
0.498,0.00155861,20.24168831168831,A1-5-B,5,B,1
0.511,0.00155472,20.191168831168834,A1-5-B,5,B,1
0.524,0.00155022,20.13272727272727,A1-5-B,5,B,1
0.537,0.0015462,20.08051948051948,A1-5-B,5,B,1
0.55,0.00154127,20.016493506493507,A1-5-B,5,B,1
0.563,0.00153637,19.952857142857145,A1-5-B,5,B,1
0.576,0.00153172,19.89246753246753,A1-5-B,5,B,1
0.589,0.00152683,19.82896103896104,A1-5-B,5,B,1
0.602,0.00152148,19.75948051948052,A1-5-B,5,B,1
0.615,0.00151567,19.684025974025975,A1-5-B,5,B,1
0.628,0.00150983,19.60818181818182,A1-5-B,5,B,1
0.641,0.00150344,19.525194805194804,A1-5-B,5,B,1
0.654,0.00149722,19.444415584415584,A1-5-B,5,B,1
0.667,0.00149007,19.351558441558442,A1-5-B,5,B,1
0.68,0.00148278,19.256883116883117,A1-5-B,5,B,1
0.693,0.001475,19.155844155844154,A1-5-B,5,B,1
0.706,0.00146665,19.0474025974026,A1-5-B,5,B,1
0.719,0.00145806,18.935844155844155,A1-5-B,5,B,1
0.732,0.00144868,18.814025974025974,A1-5-B,5,B,1
0.745,0.00143874,18.684935064935065,A1-5-B,5,B,1
0.758,0.00142865,18.553896103896104,A1-5-B,5,B,1
0.771,0.00141729,18.406363636363636,A1-5-B,5,B,1
0.784,0.00140498,18.246493506493508,A1-5-B,5,B,1
0.797,0.00139219,18.08038961038961,A1-5-B,5,B,1
0.81,0.00137813,17.897792207792207,A1-5-B,5,B,1
0.823,0.00136245,17.694155844155844,A1-5-B,5,B,1
0.836,0.00134536,17.472207792207794,A1-5-B,5,B,1
0.849,0.00132731,17.237792207792207,A1-5-B,5,B,1
0.862,0.00130689,16.9725974025974,A1-5-B,5,B,1
0.875,0.00128502,16.68857142857143,A1-5-B,5,B,1
0.888,0.00126049,16.369999999999997,A1-5-B,5,B,1
0.901,0.00123357,16.02038961038961,A1-5-B,5,B,1
0.914,0.00120415,15.638311688311687,A1-5-B,5,B,1
0.927,0.00117137,15.212597402597401,A1-5-B,5,B,1
0.94,0.00113537,14.745064935064933,A1-5-B,5,B,1
0.953,0.00109543,14.226363636363638,A1-5-B,5,B,1
0.966,0.00105138,13.654285714285715,A1-5-B,5,B,1
0.979,0.00100284,13.023896103896105,A1-5-B,5,B,1
0.992,0.00096659,12.553116883116884,A1-5-B,5,B,1
1.005,0.00090687,11.777532467532469,A1-5-B,5,B,1
1.018,0.00084167,10.930779220779222,A1-5-B,5,B,1
1.031,0.000772,10.025974025974026,A1-5-B,5,B,1
1.044,0.00069676,9.04883116883117,A1-5-B,5,B,1
1.057,0.00061645,8.005844155844157,A1-5-B,5,B,1
1.07,0.00053086,6.894285714285714,A1-5-B,5,B,1
1.083,0.00044039,5.719350649350649,A1-5-B,5,B,1
1.096,0.00034488,4.47896103896104,A1-5-B,5,B,1
1.109,0.00024464,3.1771428571428575,A1-5-B,5,B,1
1.122,0.00013959,1.812857142857143,A1-5-B,5,B,1
1.135,4.122e-05,0.5353246753246753,A1-5-B,5,B,1
1.148,-7.372e-05,-0.9574025974025975,A1-5-B,5,B,1
1.161,-0.00018192,-2.3625974025974026,A1-5-B,5,B,1
1.174,-0.00030688,-3.9854545454545454,A1-5-B,5,B,1
1.187,-0.00043526,-5.652727272727272,A1-5-B,5,B,1
1.2,-0.00056704,-7.364155844155844,A1-5-B,5,B,1
-0.1,0.00165037,21.43337662337662,A1-5-C,5,C,1
-0.087,0.001641,21.311688311688314,A1-5-C,5,C,1
-0.074,0.00163143,21.187402597402595,A1-5-C,5,C,1
-0.061,0.00162289,21.07649350649351,A1-5-C,5,C,1
-0.048,0.00161489,20.9725974025974,A1-5-C,5,C,1
-0.035,0.00160668,20.865974025974026,A1-5-C,5,C,1
-0.022,0.00159813,20.75493506493506,A1-5-C,5,C,1
-0.009,0.00158988,20.647792207792204,A1-5-C,5,C,1
0.004,0.00158216,20.547532467532466,A1-5-C,5,C,1
0.017,0.00157374,20.438181818181818,A1-5-C,5,C,1
0.03,0.00156531,20.3287012987013,A1-5-C,5,C,1
0.043,0.00155699,20.22064935064935,A1-5-C,5,C,1
0.056,0.0015478,20.101298701298703,A1-5-C,5,C,1
0.069,0.00153965,19.995454545454546,A1-5-C,5,C,1
0.082,0.00153093,19.88220779220779,A1-5-C,5,C,1
0.095,0.00152329,19.78298701298701,A1-5-C,5,C,1
0.108,0.00151316,19.65142857142857,A1-5-C,5,C,1
0.121,0.00150516,19.547532467532466,A1-5-C,5,C,1
0.134,0.00149581,19.426103896103896,A1-5-C,5,C,1
0.147,0.00148664,19.307012987012985,A1-5-C,5,C,1
0.16,0.00147806,19.195584415584417,A1-5-C,5,C,1
0.173,0.00146836,19.06961038961039,A1-5-C,5,C,1
0.186,0.00145844,18.940779220779223,A1-5-C,5,C,1
0.199,0.00144969,18.827142857142857,A1-5-C,5,C,1
0.212,0.00144019,18.703766233766235,A1-5-C,5,C,1
0.225,0.0014307,18.58051948051948,A1-5-C,5,C,1
0.238,0.00142124,18.457662337662338,A1-5-C,5,C,1
0.251,0.00141201,18.33779220779221,A1-5-C,5,C,1
0.264,0.00140205,18.20844155844156,A1-5-C,5,C,1
0.277,0.00139229,18.081688311688314,A1-5-C,5,C,1
0.29,0.00138164,17.943376623376622,A1-5-C,5,C,1
0.303,0.00137115,17.807142857142857,A1-5-C,5,C,1
0.316,0.00136094,17.674545454545452,A1-5-C,5,C,1
0.329,0.0013503,17.53636363636364,A1-5-C,5,C,1
0.342,0.00133977,17.399610389610388,A1-5-C,5,C,1
0.355,0.00132899,17.25961038961039,A1-5-C,5,C,1
0.368,0.00131688,17.102337662337664,A1-5-C,5,C,1
0.381,0.00130684,16.971948051948054,A1-5-C,5,C,1
0.394,0.00129555,16.825324675324673,A1-5-C,5,C,1
0.407,0.00128306,16.663116883116885,A1-5-C,5,C,1
0.42,0.00127241,16.524805194805197,A1-5-C,5,C,1
0.433,0.0012603,16.367532467532467,A1-5-C,5,C,1
0.446,0.00124828,16.21142857142857,A1-5-C,5,C,1
0.459,0.00123515,16.040909090909093,A1-5-C,5,C,1
0.472,0.00122284,15.88103896103896,A1-5-C,5,C,1
0.485,0.00120953,15.708181818181815,A1-5-C,5,C,1
0.498,0.00119678,15.542597402597401,A1-5-C,5,C,1
0.511,0.0011815,15.344155844155845,A1-5-C,5,C,1
0.524,0.00117002,15.195064935064934,A1-5-C,5,C,1
0.537,0.00115536,15.004675324675325,A1-5-C,5,C,1
0.55,0.00114141,14.823506493506494,A1-5-C,5,C,1
0.563,0.0011278,14.646753246753246,A1-5-C,5,C,1
0.576,0.0011139,14.466233766233765,A1-5-C,5,C,1
0.589,0.00109942,14.27818181818182,A1-5-C,5,C,1
0.602,0.00108414,14.079740259740259,A1-5-C,5,C,1
0.615,0.00107149,13.915454545454546,A1-5-C,5,C,1
0.628,0.00105333,13.67961038961039,A1-5-C,5,C,1
0.641,0.0010369,13.466233766233769,A1-5-C,5,C,1
0.654,0.00101984,13.244675324675324,A1-5-C,5,C,1
0.667,0.00100399,13.038831168831168,A1-5-C,5,C,1
0.68,0.00098958,12.851688311688314,A1-5-C,5,C,1
0.693,0.00097252,12.63012987012987,A1-5-C,5,C,1
0.706,0.00095383,12.387402597402598,A1-5-C,5,C,1
0.719,0.00093529,12.146623376623378,A1-5-C,5,C,1
0.732,0.00091502,11.883376623376623,A1-5-C,5,C,1
0.745,0.00089509,11.624545454545455,A1-5-C,5,C,1
0.758,0.00087053,11.305584415584416,A1-5-C,5,C,1
0.771,0.0008484,11.01818181818182,A1-5-C,5,C,1
0.784,0.00082392,10.70025974025974,A1-5-C,5,C,1
0.797,0.00079933,10.38090909090909,A1-5-C,5,C,1
0.81,0.00077242,10.031428571428572,A1-5-C,5,C,1
0.823,0.00074476,9.672207792207793,A1-5-C,5,C,1
0.836,0.00071479,9.282987012987013,A1-5-C,5,C,1
0.849,0.00068269,8.866103896103896,A1-5-C,5,C,1
0.862,0.00065126,8.457922077922078,A1-5-C,5,C,1
0.875,0.00061571,7.9962337662337655,A1-5-C,5,C,1
0.888,0.00057689,7.492077922077923,A1-5-C,5,C,1
0.901,0.00053574,6.957662337662338,A1-5-C,5,C,1
0.914,0.0004906,6.371428571428571,A1-5-C,5,C,1
0.927,0.00044843,5.823766233766234,A1-5-C,5,C,1
0.94,0.00039666,5.151428571428571,A1-5-C,5,C,1
0.953,0.00034715,4.508441558441559,A1-5-C,5,C,1
0.966,0.0002906,3.7740259740259745,A1-5-C,5,C,1
0.979,0.00023018,2.989350649350649,A1-5-C,5,C,1
0.992,0.00016888,2.1932467532467532,A1-5-C,5,C,1
1.005,0.00010352,1.3444155844155843,A1-5-C,5,C,1
1.018,3.972e-05,0.5158441558441559,A1-5-C,5,C,1
1.031,-3.882e-05,-0.5041558441558441,A1-5-C,5,C,1
1.044,-8.557e-05,-1.1112987012987012,A1-5-C,5,C,1
1.057,-0.00017518,-2.2750649350649352,A1-5-C,5,C,1
1.07,-0.00026742,-3.4729870129870126,A1-5-C,5,C,1
1.083,-0.00036055,-4.682467532467533,A1-5-C,5,C,1
1.096,-0.00045976,-5.970909090909091,A1-5-C,5,C,1
1.109,-0.00056169,-7.294675324675325,A1-5-C,5,C,1
1.122,-0.00066729,-8.666103896103895,A1-5-C,5,C,1
1.135,-0.00077579,-10.075194805194807,A1-5-C,5,C,1
1.148,-0.00088643,-11.512077922077921,A1-5-C,5,C,1
1.161,-0.00100306,-13.026753246753248,A1-5-C,5,C,1
1.174,-0.00110783,-14.387402597402597,A1-5-C,5,C,1
1.187,-0.00122713,-15.936753246753248,A1-5-C,5,C,1
1.2,-0.00135084,-17.543376623376624,A1-5-C,5,C,1
-0.1,0.0016497,21.424675324675327,A1-5-D,5,D,1
-0.087,0.00164829,21.406363636363636,A1-5-D,5,D,1
-0.074,0.00164845,21.40844155844156,A1-5-D,5,D,1
-0.061,0.00164807,21.40350649350649,A1-5-D,5,D,1
-0.048,0.00164782,21.40025974025974,A1-5-D,5,D,1
-0.035,0.00164775,21.399350649350648,A1-5-D,5,D,1
-0.022,0.00164733,21.393896103896108,A1-5-D,5,D,1
-0.009,0.00164687,21.387922077922077,A1-5-D,5,D,1
0.004,0.00164699,21.38948051948052,A1-5-D,5,D,1
0.017,0.00164666,21.385194805194807,A1-5-D,5,D,1
0.03,0.00164569,21.372597402597403,A1-5-D,5,D,1
0.043,0.00164598,21.37636363636364,A1-5-D,5,D,1
0.056,0.0016458,21.374025974025976,A1-5-D,5,D,1
0.069,0.00164589,21.375194805194802,A1-5-D,5,D,1
0.082,0.00164476,21.360519480519482,A1-5-D,5,D,1
0.095,0.00164492,21.362597402597405,A1-5-D,5,D,1
0.108,0.00164389,21.34922077922078,A1-5-D,5,D,1
